County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,DailyVaccinations,TotalVaccinationsPerHundred,PeopleFullyVaccinatedPerHundred,vaccines
Dawson,July,54213,12763,4,70,,,,,,,
Dawson,August,55830,13417,35,72,,,,,,,
Dawson,September,60023,14827,83,75,,,,,,,
Dawson,October,65630,16051,39,78,,,,,,,
Deaf Smith,January,22360,8219,97,53,,,,,,,
Deaf Smith,February,54098,9807,75,56,,,,,,,
Deaf Smith,March,61983,10908,32,58,,,,,,,
Deaf Smith,April,62263,11892,19,59,,,,,,,
Deaf Smith,May,65925,12830,6,59,,,,,,,
Deaf Smith,June,65577,13460,3,61,,,,,,,
Deaf Smith,July,68738,14115,8,61,,,,,,,
Deaf Smith,August,71263,15868,45,65,,,,,,,
Deaf Smith,September,71525,18969,56,74,,,,,,,
Deaf Smith,October,76298,20639,21,82,,,,,,,
Delta,January,1572,5687,40,62,,,,,,,
Delta,February,4525,6577,43,65,,,,,,,
Delta,March,5414,7412,35,67,,,,,,,
Delta,April,5352,8166,8,68,,,,,,,
Delta,May,5672,8849,3,69,,,,,,,
Delta,June,5704,9256,1,70,,,,,,,
Delta,July,6432,9673,6,70,,,,,,,
Delta,August,7365,10267,34,70,,,,,,,
Delta,September,9272,11132,60,71,,,,,,,
Delta,October,10635,12238,26,77,,,,,,,
Denton,January,484919,2246,14877,6,,,,,,,
Denton,February,1281297,2626,14206,11,,,,,,,
Denton,March,1604851,2858,9482,12,,,,,,,
Denton,April,1619787,3046,4390,12,,,,,,,
Denton,May,1715849,3236,3150,12,,,,,,,
Denton,June,1683641,3358,1990,12,,,,,,,
Denton,July,1767354,3542,1948,14,,,,,,,
Denton,August,1898887,4014,6541,15,,,,,,,
Denton,September,2074885,4749,14101,19,,,,,,,
Denton,October,2356433,5282,14679,20,,,,,,,
DeWitt,January,19749,476604,117,502,,,,,,,
DeWitt,February,50763,586827,90,662,,,,,,,
DeWitt,March,58419,654049,19,727,,,,,,,
DeWitt,April,56996,713343,10,751,,,,,,,
DeWitt,May,59833,763217,20,767,,,,,,,
DeWitt,June,59053,801981,94,776,,,,,,,
DeWitt,July,62267,842871,18,788,,,,,,,
DeWitt,August,66430,910198,72,823,,,,,,,
DeWitt,September,81551,1016165,299,918,,,,,,,
DeWitt,October,91416,1106959,71,1000,,,,,,,
Dickens,January,1092,645,7,8,,,,,,,
Dickens,February,2661,725,6,9,,,,,,,
Dickens,March,3108,801,2,10,,,,,,,
Dickens,April,3305,865,3,10,,,,,,,
Dickens,May,3593,923,0,10,,,,,,,
Dickens,June,3452,950,1,10,,,,,,,
Dickens,July,3695,981,4,10,,,,,,,
Dickens,August,3903,1062,6,10,,,,,,,
Dickens,September,3991,1260,10,10,,,,,,,
Dickens,October,4257,1440,4,13,,,,,,,
Dimmit,January,12341,6592,154,16,,,,,,,
Dimmit,February,35460,9413,82,23,,,,,,,
Dimmit,March,43394,12242,55,30,,,,,,,
Dimmit,April,49103,17345,92,32,,,,,,,
Dimmit,May,57647,27846,43,36,,,,,,,
Dimmit,June,61261,39263,74,37,,,,,,,
Dimmit,July,71588,51699,108,37,,,,,,,
Dimmit,August,84910,58360,151,38,,,,,,,
Dimmit,September,89597,61183,57,42,,,,,,,
Dimmit,October,95377,62924,26,45,,,,,,,
Donley,January,1764,1638,31,10,,,,,,,
Donley,February,4625,1934,21,13,,,,,,,
Donley,March,5433,2189,6,15,,,,,,,
Donley,April,5893,2386,6,15,,,,,,,
Donley,May,6547,2542,1,15,,,,,,,
Donley,June,6428,2651,1,15,,,,,,,
Donley,July,6689,2749,2,15,,,,,,,
Donley,August,6955,2925,8,15,,,,,,,
Donley,September,7244,3308,32,18,,,,,,,
Donley,October,7917,3882,17,18,,,,,,,
Duval,January,12016,15711,133,34,,,,,,,
Duval,February,29354,18557,45,39,,,,,,,
Duval,March,33206,20579,23,41,,,,,,,
Duval,April,33045,22396,17,42,,,,,,,
Duval,May,35055,24244,16,42,,,,,,,
Duval,June,34399,25337,3,43,,,,,,,
Duval,July,36284,26510,27,43,,,,,,,
Duval,August,41219,29289,140,46,,,,,,,
Duval,September,45086,33059,139,53,,,,,,,
Duval,October,49005,35838,37,58,,,,,,,
Eastland,January,9130,6058,14,27,,,,,,,
Eastland,February,24003,7315,19,42,,,,,,,
Eastland,March,28528,8154,6,47,,,,,,,
Eastland,April,28065,8825,2,48,,,,,,,
Eastland,May,29392,9331,3,49,,,,,,,
Eastland,June,28629,9714,1,50,,,,,,,
Eastland,July,29829,10113,5,50,,,,,,,
Eastland,August,33228,11103,36,54,,,,,,,
Eastland,September,39349,13153,43,67,,,,,,,
Eastland,October,45733,14779,25,77,,,,,,,
Ector,January,82719,61422,1544,296,,,,,,,
Ector,February,223136,69813,1730,335,,,,,,,
Ector,March,263108,77003,510,359,,,,,,,
Ector,April,259046,83232,232,369,,,,,,,
Ector,May,275393,88755,231,377,,,,,,,
Ector,June,269799,92106,83,379,,,,,,,
Ector,July,284556,96340,282,383,,,,,,,
Ector,August,317043,104671,1494,411,,,,,,,
Ector,September,352525,120408,1937,490,,,,,,,
Ector,October,389766,132336,866,531,,,,,,,
Edwards,January,2279,1201,6,4,,,,,,,
Edwards,February,5509,1409,2,4,,,,,,,
Edwards,March,6157,1461,1,5,,,,,,,
Edwards,April,5970,1510,1,6,,,,,,,
Edwards,May,6241,1580,1,6,,,,,,,
Edwards,June,6146,1700,0,6,,,,,,,
Edwards,July,6265,1821,1,6,,,,,,,
Edwards,August,6415,1929,5,6,,,,,,,
Edwards,September,6778,2126,13,7,,,,,,,
Edwards,October,7410,2224,5,7,,,,,,,
El Paso,January,188822,726914,35229,2237,,,,,,,
El Paso,February,486897,879330,15124,2453,,,,,,,
El Paso,March,566265,1027340,3342,2598,,,,,,,
El Paso,April,561012,1155055,2379,2673,,,,,,,
El Paso,May,587602,1280149,1552,2720,,,,,,,
El Paso,June,573911,1366743,424,2743,,,,,,,
El Paso,July,591500,1409350,502,2765,,,,,,,
El Paso,August,634953,1499783,1570,2788,,,,,,,
El Paso,September,712697,1591811,1586,2825,,,,,,,
El Paso,October,805661,1672998,1937,2869,,,,,,,
Ellis,January,1329475,128305,809,234,,,,,,,
Ellis,February,3337575,153335,405,282,,,,,,,
Ellis,March,3937005,172304,132,306,,,,,,,
Ellis,April,3958273,185259,92,313,,,,,,,
Ellis,May,4194739,196810,76,319,,,,,,,
Ellis,June,4091264,205794,79,325,,,,,,,
Ellis,July,4253074,215312,146,328,,,,,,,
Ellis,August,4341054,231611,568,348,,,,,,,
Ellis,September,4305779,259985,719,409,,,,,,,
Ellis,October,4560618,281938,359,458,,,,,,,
Erath,January,29450,17664,53,50,,,,,,,
Erath,February,74021,21057,39,66,,,,,,,
Erath,March,84919,24052,17,67,,,,,,,
Erath,April,84354,26671,16,68,,,,,,,
Erath,May,88262,28605,5,69,,,,,,,
Erath,June,86174,29948,6,70,,,,,,,
Erath,July,90144,31652,31,70,,,,,,,
Erath,August,99967,34709,136,74,,,,,,,
Erath,September,116064,40178,154,89,,,,,,,
Erath,October,132094,43897,49,100,,,,,,,
Falls,January,15605,11611,122,24,,,,,,,
Falls,February,51101,12983,196,30,,,,,,,
Falls,March,57291,14930,31,31,,,,,,,
Falls,April,55646,15960,8,32,,,,,,,
Falls,May,58695,16876,14,32,,,,,,,
Falls,June,57046,17753,5,32,,,,,,,
Falls,July,58865,18469,4,33,,,,,,,
Falls,August,61303,19742,76,34,,,,,,,
Falls,September,64255,22034,121,40,,,,,,,
Falls,October,70679,24275,82,46,,,,,,,
Fannin,January,26973,21360,133,78,,,,,,,
Fannin,February,68660,25937,53,101,,,,,,,
Fannin,March,79220,29028,17,106,,,,,,,
Fannin,April,77866,31611,21,108,,,,,,,
Fannin,May,80932,34199,7,108,,,,,,,
Fannin,June,78061,35940,4,109,,,,,,,
Fannin,July,80657,37807,17,110,,,,,,,
Fannin,August,84556,41218,63,117,,,,,,,
Fannin,September,89384,46187,87,132,,,,,,,
Fannin,October,98861,51158,54,148,,,,,,,
Fayette,January,10295,12082,145,47,,,,,,,
Fayette,February,38079,14059,281,54,,,,,,,
Fayette,March,45490,15699,131,58,,,,,,,
Fayette,April,47384,17553,115,62,,,,,,,
Fayette,May,50832,19294,45,65,,,,,,,
Fayette,June,49764,20253,13,67,,,,,,,
Fayette,July,52656,21045,43,70,,,,,,,
Fayette,August,58099,23024,177,76,,,,,,,
Fayette,September,62248,25937,184,86,,,,,,,
Fayette,October,66744,27754,51,92,,,,,,,
Fisher,January,3317,1319,15,12,,,,,,,
Fisher,February,8102,1501,2,14,,,,,,,
Fisher,March,8997,1601,0,14,,,,,,,
Fisher,April,8831,1706,2,14,,,,,,,
Fisher,May,9329,1776,3,14,,,,,,,
Fisher,June,9171,1834,1,14,,,,,,,
Fisher,July,9536,1873,1,14,,,,,,,
Fisher,August,10531,1953,13,14,,,,,,,
Fisher,September,11568,2133,10,16,,,,,,,
Fisher,October,12844,2265,7,16,,,,,,,
Floyd,January,3403,2180,65,28,,,,,,,
Floyd,February,8597,2429,48,29,,,,,,,
Floyd,March,10057,2651,12,29,,,,,,,
Floyd,April,10794,2876,8,30,,,,,,,
Floyd,May,11906,3119,1,30,,,,,,,
Floyd,June,11946,3314,0,30,,,,,,,
Floyd,July,12607,3435,4,30,,,,,,,
Floyd,August,13904,3765,37,30,,,,,,,
Floyd,September,15069,4250,28,34,,,,,,,
Floyd,October,17503,4748,35,38,,,,,,,
Foard,January,766,837,1,7,,,,,,,
Foard,February,2278,1054,2,9,,,,,,,
Foard,March,2697,1194,0,10,,,,,,,
Foard,April,2610,1265,0,10,,,,,,,
Foard,May,2702,1325,0,10,,,,,,,
Foard,June,2640,1359,0,10,,,,,,,
Foard,July,2739,1385,0,10,,,,,,,
Foard,August,3181,1442,3,10,,,,,,,
Foard,September,4002,1594,6,10,,,,,,,
Foard,October,4388,1906,1,10,,,,,,,
Fort Bend,January,507822,480522,14168,477,,,,,,,
Fort Bend,February,1342822,580666,12476,570,,,,,,,
Fort Bend,March,1640193,651326,9943,629,,,,,,,
Fort Bend,April,1678855,719657,10038,655,,,,,,,
Fort Bend,May,1804877,794783,10284,679,,,,,,,
Fort Bend,June,1782760,842649,2213,696,,,,,,,
Fort Bend,July,1876910,886256,985,708,,,,,,,
Fort Bend,August,2075391,965473,6244,757,,,,,,,
Fort Bend,September,2309842,1082781,8234,869,,,,,,,
Fort Bend,October,2594022,1179185,4483,934,,,,,,,
Franklin,January,5001,4154,88,18,,,,,,,
Franklin,February,12987,4831,105,24,,,,,,,
Franklin,March,15309,5322,89,26,,,,,,,
Franklin,April,14931,5650,20,26,,,,,,,
Franklin,May,15738,5946,7,26,,,,,,,
Franklin,June,15930,6190,2,26,,,,,,,
Franklin,July,18056,6450,6,26,,,,,,,
Franklin,August,19917,6889,70,27,,,,,,,
Franklin,September,23636,7741,120,30,,,,,,,
Franklin,October,26914,8397,58,34,,,,,,,
Freestone,January,8251,13628,51,35,,,,,,,
Freestone,February,30644,16163,230,43,,,,,,,
Freestone,March,32591,18349,30,49,,,,,,,
Freestone,April,32117,20238,32,49,,,,,,,
Freestone,May,34355,22184,54,50,,,,,,,
Freestone,June,33785,23888,16,50,,,,,,,
Freestone,July,35085,25157,24,50,,,,,,,
Freestone,August,38796,28297,127,55,,,,,,,
Freestone,September,44924,32492,191,63,,,,,,,
Freestone,October,50012,36561,79,67,,,,,,,
Frio,January,22319,12183,111,32,,,,,,,
Frio,February,56715,15063,71,45,,,,,,,
Frio,March,65957,16953,24,49,,,,,,,
Frio,April,65624,18574,20,51,,,,,,,
Frio,May,70457,20316,31,52,,,,,,,
Frio,June,70170,22057,28,52,,,,,,,
Frio,July,72616,24672,37,53,,,,,,,
Frio,August,80147,28065,83,58,,,,,,,
Frio,September,84619,31967,77,65,,,,,,,
Frio,October,93822,36155,62,69,,,,,,,
Gaines,January,16269,3570,37,37,,,,,,,
Gaines,February,39292,3879,15,42,,,,,,,
